franquia,cidade,cadastro,referencia,clientes_ativos
FR294,TEOFILO OTONI,2004-07-01,2019-09-01,
FR294,TEOFILO OTONI,2004-07-01,2019-08-01,105.0
FR294,TEOFILO OTONI,2004-07-01,2019-07-01,129.0
FR294,TEOFILO OTONI,2004-07-01,2019-06-01,84.0
FR294,TEOFILO OTONI,2004-07-01,2019-05-01,138.0
FR294,TEOFILO OTONI,2004-07-01,2019-04-01,111.0
FR294,TEOFILO OTONI,2004-07-01,2019-03-01,114.0
FR294,TEOFILO OTONI,2004-07-01,2019-02-01,120.0
FR294,TEOFILO OTONI,2004-07-01,2019-01-01,39.0
FR293,TEIXEIRA DE FREITAS,2019-01-01,2021-08-01,756.0
FR293,TEIXEIRA DE FREITAS,2019-01-01,2021-07-01,1056.0
FR293,TEIXEIRA DE FREITAS,2019-01-01,2021-06-01,1026.0
FR293,TEIXEIRA DE FREITAS,2019-01-01,2021-05-01,978.0
FR293,TEIXEIRA DE FREITAS,2019-01-01,2021-04-01,1158.0
FR293,TEIXEIRA DE FREITAS,2019-01-01,2021-03-01,1572.0
FR293,TEIXEIRA DE FREITAS,2019-01-01,2021-02-01,1317.0
FR293,TEIXEIRA DE FREITAS,2019-01-01,2021-01-01,1446.0
FR293,TEIXEIRA DE FREITAS,2019-01-01,2019-12-01,
FR293,TEIXEIRA DE FREITAS,2019-01-01,2019-11-01,
FR293,TEIXEIRA DE FREITAS,2019-01-01,2019-10-01,
FR292,TAUBATE,2010-03-01,2021-08-01,807.0
FR292,TAUBATE,2010-03-01,2021-07-01,777.0
FR292,TAUBATE,2010-03-01,2021-06-01,933.0
FR292,TAUBATE,2010-03-01,2021-05-01,711.0
FR292,TAUBATE,2010-03-01,2021-04-01,828.0
FR292,TAUBATE,2010-03-01,2021-03-01,765.0
FR292,TAUBATE,2010-03-01,2021-02-01,678.0
FR292,TAUBATE,2010-03-01,2021-01-01,660.0
FR292,TAUBATE,2010-03-01,2019-12-01,
FR292,TAUBATE,2010-03-01,2019-11-01,
FR292,TAUBATE,2010-03-01,2019-10-01,
FR292,TAUBATE,2010-03-01,2019-09-01,
FR292,TAUBATE,2010-03-01,2019-08-01,255.0
FR292,TAUBATE,2010-03-01,2019-07-01,204.0
FR292,TAUBATE,2010-03-01,2019-06-01,171.0
FR292,TAUBATE,2010-03-01,2019-05-01,213.0
FR292,TAUBATE,2010-03-01,2019-04-01,189.0
FR292,TAUBATE,2010-03-01,2019-03-01,156.0
FR292,TAUBATE,2010-03-01,2019-02-01,147.0
FR292,TAUBATE,2010-03-01,2019-01-01,72.0
FR291,TATUI,2018-04-01,2021-08-01,792.0
FR291,TATUI,2018-04-01,2021-07-01,927.0
FR291,TATUI,2018-04-01,2021-06-01,1089.0
FR291,TATUI,2018-04-01,2021-05-01,882.0
FR291,TATUI,2018-04-01,2021-04-01,876.0
FR291,TATUI,2018-04-01,2021-03-01,813.0
FR291,TATUI,2018-04-01,2021-02-01,972.0
FR291,TATUI,2018-04-01,2021-01-01,954.0
FR291,TATUI,2018-04-01,2019-12-01,
FR291,TATUI,2018-04-01,2019-11-01,
FR291,TATUI,2018-04-01,2019-10-01,
FR291,TATUI,2018-04-01,2019-09-01,
FR291,TATUI,2018-04-01,2019-08-01,1797.0
FR291,TATUI,2018-04-01,2019-07-01,1761.0
FR291,TATUI,2018-04-01,2019-06-01,1173.0
FR291,TATUI,2018-04-01,2019-05-01,1041.0
FR291,TATUI,2018-04-01,2019-04-01,867.0
FR291,TATUI,2018-04-01,2019-03-01,1005.0
FR291,TATUI,2018-04-01,2019-02-01,846.0
FR291,TATUI,2018-04-01,2019-01-01,705.0
FR290,TANGARA DA SERRA,2021-07-01,2021-08-01,1311.0
FR290,TANGARA DA SERRA,2021-07-01,2021-07-01,1566.0
FR289,TAGUATINGA,2018-02-01,2021-08-01,1782.0
FR289,TAGUATINGA,2018-02-01,2021-07-01,1752.0
FR289,TAGUATINGA,2018-02-01,2021-06-01,1890.0
FR289,TAGUATINGA,2018-02-01,2021-05-01,2376.0
FR289,TAGUATINGA,2018-02-01,2021-04-01,2745.0
FR289,TAGUATINGA,2018-02-01,2021-03-01,2931.0
FR289,TAGUATINGA,2018-02-01,2021-02-01,1896.0
FR289,TAGUATINGA,2018-02-01,2021-01-01,2655.0
FR289,TAGUATINGA,2018-02-01,2019-12-01,
FR289,TAGUATINGA,2018-02-01,2019-11-01,
FR289,TAGUATINGA,2018-02-01,2019-10-01,
FR289,TAGUATINGA,2018-02-01,2019-09-01,
FR289,TAGUATINGA,2018-02-01,2019-08-01,1806.0
FR289,TAGUATINGA,2018-02-01,2019-07-01,2103.0
FR289,TAGUATINGA,2018-02-01,2019-06-01,1458.0
FR289,TAGUATINGA,2018-02-01,2019-05-01,1851.0
FR289,TAGUATINGA,2018-02-01,2019-04-01,1602.0
FR289,TAGUATINGA,2018-02-01,2019-03-01,1557.0
FR289,TAGUATINGA,2018-02-01,2019-02-01,1257.0
FR289,TAGUATINGA,2018-02-01,2019-01-01,501.0
FR288,TABOAO DA SERRA,2016-08-01,2021-08-01,1482.0
FR288,TABOAO DA SERRA,2016-08-01,2021-07-01,1710.0
FR288,TABOAO DA SERRA,2016-08-01,2021-06-01,1962.0
FR288,TABOAO DA SERRA,2016-08-01,2021-05-01,1554.0
FR288,TABOAO DA SERRA,2016-08-01,2021-04-01,1434.0
FR288,TABOAO DA SERRA,2016-08-01,2021-03-01,1320.0
FR288,TABOAO DA SERRA,2016-08-01,2021-02-01,1488.0
FR288,TABOAO DA SERRA,2016-08-01,2021-01-01,1620.0
FR288,TABOAO DA SERRA,2016-08-01,2019-12-01,
FR288,TABOAO DA SERRA,2016-08-01,2019-11-01,
FR288,TABOAO DA SERRA,2016-08-01,2019-10-01,
FR288,TABOAO DA SERRA,2016-08-01,2019-09-01,
FR288,TABOAO DA SERRA,2016-08-01,2019-08-01,819.0
FR288,TABOAO DA SERRA,2016-08-01,2019-07-01,792.0
FR288,TABOAO DA SERRA,2016-08-01,2019-06-01,552.0
FR288,TABOAO DA SERRA,2016-08-01,2019-05-01,636.0
FR288,TABOAO DA SERRA,2016-08-01,2019-04-01,600.0
FR288,TABOAO DA SERRA,2016-08-01,2019-03-01,693.0
FR288,TABOAO DA SERRA,2016-08-01,2019-02-01,501.0
FR288,TABOAO DA SERRA,2016-08-01,2019-01-01,357.0
FR287,SUZANO,2010-07-01,2021-08-01,1011.0
FR287,SUZANO,2010-07-01,2021-07-01,1368.0
FR287,SUZANO,2010-07-01,2021-06-01,1587.0
FR287,SUZANO,2010-07-01,2021-05-01,1521.0
FR287,SUZANO,2010-07-01,2021-04-01,1371.0
FR287,SUZANO,2010-07-01,2021-03-01,1284.0
FR287,SUZANO,2010-07-01,2021-02-01,1143.0
FR287,SUZANO,2010-07-01,2021-01-01,1461.0
FR287,SUZANO,2010-07-01,2019-12-01,
FR287,SUZANO,2010-07-01,2019-11-01,
FR287,SUZANO,2010-07-01,2019-10-01,
FR287,SUZANO,2010-07-01,2019-09-01,
FR287,SUZANO,2010-07-01,2019-08-01,942.0
FR287,SUZANO,2010-07-01,2019-07-01,954.0
FR287,SUZANO,2010-07-01,2019-06-01,780.0
FR287,SUZANO,2010-07-01,2019-05-01,1158.0
FR287,SUZANO,2010-07-01,2019-04-01,1149.0
FR287,SUZANO,2010-07-01,2019-03-01,1050.0
FR287,SUZANO,2010-07-01,2019-02-01,963.0
FR287,SUZANO,2010-07-01,2019-01-01,195.0
FR286,SUMARE,2009-07-01,2021-08-01,258.0
FR286,SUMARE,2009-07-01,2021-07-01,306.0
FR286,SUMARE,2009-07-01,2021-06-01,489.0
FR286,SUMARE,2009-07-01,2021-05-01,378.0
FR286,SUMARE,2009-07-01,2021-04-01,273.0
FR286,SUMARE,2009-07-01,2021-03-01,297.0
FR286,SUMARE,2009-07-01,2021-02-01,315.0
FR286,SUMARE,2009-07-01,2021-01-01,348.0
FR286,SUMARE,2009-07-01,2019-12-01,
FR286,SUMARE,2009-07-01,2019-11-01,
FR286,SUMARE,2009-07-01,2019-10-01,
FR286,SUMARE,2009-07-01,2019-09-01,
FR286,SUMARE,2009-07-01,2019-08-01,225.0
FR286,SUMARE,2009-07-01,2019-07-01,195.0
FR286,SUMARE,2009-07-01,2019-06-01,234.0
FR286,SUMARE,2009-07-01,2019-05-01,273.0
FR286,SUMARE,2009-07-01,2019-04-01,246.0
FR286,SUMARE,2009-07-01,2019-03-01,168.0
FR286,SUMARE,2009-07-01,2019-02-01,183.0
FR286,SUMARE,2009-07-01,2019-01-01,111.0
FR285,SAO PAULO,2016-08-01,2021-08-01,678.0
FR285,SAO PAULO,2016-08-01,2021-07-01,765.0
FR285,SAO PAULO,2016-08-01,2021-06-01,768.0
FR285,SAO PAULO,2016-08-01,2021-05-01,714.0
FR285,SAO PAULO,2016-08-01,2021-04-01,675.0
FR285,SAO PAULO,2016-08-01,2021-03-01,756.0
FR285,SAO PAULO,2016-08-01,2021-02-01,780.0
FR285,SAO PAULO,2016-08-01,2021-01-01,918.0
FR285,SAO PAULO,2016-08-01,2019-12-01,
FR285,SAO PAULO,2016-08-01,2019-11-01,
FR285,SAO PAULO,2016-08-01,2019-10-01,
FR285,SAO PAULO,2016-08-01,2019-09-01,
FR285,SAO PAULO,2016-08-01,2019-08-01,615.0
FR285,SAO PAULO,2016-08-01,2019-07-01,675.0
FR285,SAO PAULO,2016-08-01,2019-06-01,387.0
FR285,SAO PAULO,2016-08-01,2019-05-01,741.0
FR285,SAO PAULO,2016-08-01,2019-04-01,525.0
FR285,SAO PAULO,2016-08-01,2019-03-01,699.0
FR285,SAO PAULO,2016-08-01,2019-02-01,789.0
FR285,SAO PAULO,2016-08-01,2019-01-01,159.0
FR284,SAO PAULO,2016-10-01,2021-08-01,1074.0
FR284,SAO PAULO,2016-10-01,2021-07-01,1146.0
FR284,SAO PAULO,2016-10-01,2021-06-01,1116.0
FR284,SAO PAULO,2016-10-01,2021-05-01,1299.0
FR284,SAO PAULO,2016-10-01,2021-04-01,1125.0
FR284,SAO PAULO,2016-10-01,2021-03-01,960.0
FR284,SAO PAULO,2016-10-01,2021-02-01,1113.0
FR284,SAO PAULO,2016-10-01,2021-01-01,1470.0
FR284,SAO PAULO,2016-10-01,2019-12-01,
FR284,SAO PAULO,2016-10-01,2019-11-01,
FR284,SAO PAULO,2016-10-01,2019-10-01,
FR284,SAO PAULO,2016-10-01,2019-09-01,
FR284,SAO PAULO,2016-10-01,2019-08-01,1044.0
FR284,SAO PAULO,2016-10-01,2019-07-01,1104.0
FR284,SAO PAULO,2016-10-01,2019-06-01,678.0
FR284,SAO PAULO,2016-10-01,2019-05-01,1104.0
FR284,SAO PAULO,2016-10-01,2019-04-01,987.0
FR284,SAO PAULO,2016-10-01,2019-03-01,1137.0
FR284,SAO PAULO,2016-10-01,2019-02-01,861.0
FR284,SAO PAULO,2016-10-01,2019-01-01,198.0
FR283,SAO PAULO,2016-09-01,2021-08-01,858.0
FR283,SAO PAULO,2016-09-01,2021-07-01,846.0
FR283,SAO PAULO,2016-09-01,2021-06-01,825.0
FR283,SAO PAULO,2016-09-01,2021-05-01,711.0
FR283,SAO PAULO,2016-09-01,2021-04-01,705.0
FR283,SAO PAULO,2016-09-01,2021-03-01,654.0
FR283,SAO PAULO,2016-09-01,2021-02-01,765.0
FR283,SAO PAULO,2016-09-01,2021-01-01,903.0
FR283,SAO PAULO,2016-09-01,2019-12-01,
FR283,SAO PAULO,2016-09-01,2019-11-01,
FR283,SAO PAULO,2016-09-01,2019-10-01,
FR283,SAO PAULO,2016-09-01,2019-09-01,
FR283,SAO PAULO,2016-09-01,2019-08-01,582.0
FR283,SAO PAULO,2016-09-01,2019-07-01,594.0
FR283,SAO PAULO,2016-09-01,2019-06-01,513.0
FR283,SAO PAULO,2016-09-01,2019-05-01,705.0
FR283,SAO PAULO,2016-09-01,2019-04-01,678.0
FR283,SAO PAULO,2016-09-01,2019-03-01,648.0
FR283,SAO PAULO,2016-09-01,2019-02-01,651.0
FR283,SAO PAULO,2016-09-01,2019-01-01,198.0
FR282,SAO PAULO,2016-08-01,2021-08-01,963.0
FR282,SAO PAULO,2016-08-01,2021-07-01,1191.0
FR282,SAO PAULO,2016-08-01,2021-06-01,1476.0
FR282,SAO PAULO,2016-08-01,2021-05-01,1143.0
FR282,SAO PAULO,2016-08-01,2021-04-01,1146.0
FR282,SAO PAULO,2016-08-01,2021-03-01,1107.0
FR282,SAO PAULO,2016-08-01,2021-02-01,1329.0
FR282,SAO PAULO,2016-08-01,2021-01-01,1683.0
FR282,SAO PAULO,2016-08-01,2019-12-01,
FR282,SAO PAULO,2016-08-01,2019-11-01,
FR282,SAO PAULO,2016-08-01,2019-10-01,
FR282,SAO PAULO,2016-08-01,2019-09-01,
FR282,SAO PAULO,2016-08-01,2019-08-01,1020.0
FR282,SAO PAULO,2016-08-01,2019-07-01,957.0
FR282,SAO PAULO,2016-08-01,2019-06-01,1023.0
FR282,SAO PAULO,2016-08-01,2019-05-01,1266.0
FR282,SAO PAULO,2016-08-01,2019-04-01,1236.0
FR282,SAO PAULO,2016-08-01,2019-03-01,1137.0
FR282,SAO PAULO,2016-08-01,2019-02-01,1050.0
FR282,SAO PAULO,2016-08-01,2019-01-01,165.0
FR281,SAO PAULO,2016-06-01,2021-08-01,2049.0
FR281,SAO PAULO,2016-06-01,2021-07-01,2610.0
FR281,SAO PAULO,2016-06-01,2021-06-01,2682.0
FR281,SAO PAULO,2016-06-01,2021-05-01,1812.0
FR281,SAO PAULO,2016-06-01,2021-04-01,1944.0
FR281,SAO PAULO,2016-06-01,2021-03-01,1617.0
FR281,SAO PAULO,2016-06-01,2021-02-01,1431.0
FR281,SAO PAULO,2016-06-01,2021-01-01,1980.0
FR281,SAO PAULO,2016-06-01,2019-12-01,
FR281,SAO PAULO,2016-06-01,2019-11-01,
FR281,SAO PAULO,2016-06-01,2019-10-01,
FR281,SAO PAULO,2016-06-01,2019-09-01,
FR281,SAO PAULO,2016-06-01,2019-08-01,1029.0
FR281,SAO PAULO,2016-06-01,2019-07-01,903.0
FR281,SAO PAULO,2016-06-01,2019-06-01,744.0
FR281,SAO PAULO,2016-06-01,2019-05-01,1194.0
FR281,SAO PAULO,2016-06-01,2019-04-01,849.0
FR281,SAO PAULO,2016-06-01,2019-03-01,858.0
FR281,SAO PAULO,2016-06-01,2019-02-01,834.0
FR281,SAO PAULO,2016-06-01,2019-01-01,384.0
FR280,SAO PAULO,2016-07-01,2021-08-01,1251.0
FR280,SAO PAULO,2016-07-01,2021-07-01,1446.0
FR280,SAO PAULO,2016-07-01,2021-06-01,1560.0
FR280,SAO PAULO,2016-07-01,2021-05-01,1707.0
FR280,SAO PAULO,2016-07-01,2021-04-01,1953.0
FR280,SAO PAULO,2016-07-01,2021-03-01,1410.0
FR280,SAO PAULO,2016-07-01,2021-02-01,1461.0
FR280,SAO PAULO,2016-07-01,2021-01-01,1524.0
FR280,SAO PAULO,2016-07-01,2019-12-01,
FR280,SAO PAULO,2016-07-01,2019-11-01,
FR280,SAO PAULO,2016-07-01,2019-10-01,
FR280,SAO PAULO,2016-07-01,2019-09-01,
FR280,SAO PAULO,2016-07-01,2019-08-01,771.0
FR280,SAO PAULO,2016-07-01,2019-07-01,837.0
FR280,SAO PAULO,2016-07-01,2019-06-01,657.0
FR280,SAO PAULO,2016-07-01,2019-05-01,864.0
FR280,SAO PAULO,2016-07-01,2019-04-01,642.0
FR280,SAO PAULO,2016-07-01,2019-03-01,801.0
FR280,SAO PAULO,2016-07-01,2019-02-01,612.0
FR280,SAO PAULO,2016-07-01,2019-01-01,174.0
FR279,SAO PAULO,2016-07-01,2021-08-01,1365.0
FR279,SAO PAULO,2016-07-01,2021-07-01,1440.0
FR279,SAO PAULO,2016-07-01,2021-06-01,1731.0
FR279,SAO PAULO,2016-07-01,2021-05-01,1632.0
FR279,SAO PAULO,2016-07-01,2021-04-01,1302.0
FR279,SAO PAULO,2016-07-01,2021-03-01,1272.0
FR279,SAO PAULO,2016-07-01,2021-02-01,1527.0
FR279,SAO PAULO,2016-07-01,2021-01-01,2079.0
FR279,SAO PAULO,2016-07-01,2019-12-01,
FR279,SAO PAULO,2016-07-01,2019-11-01,
FR279,SAO PAULO,2016-07-01,2019-10-01,
FR279,SAO PAULO,2016-07-01,2019-09-01,
FR279,SAO PAULO,2016-07-01,2019-08-01,1401.0
FR279,SAO PAULO,2016-07-01,2019-07-01,1185.0
FR279,SAO PAULO,2016-07-01,2019-06-01,1110.0
FR279,SAO PAULO,2016-07-01,2019-05-01,1233.0
FR279,SAO PAULO,2016-07-01,2019-04-01,1350.0
FR279,SAO PAULO,2016-07-01,2019-03-01,1068.0
FR279,SAO PAULO,2016-07-01,2019-02-01,1287.0
FR279,SAO PAULO,2016-07-01,2019-01-01,435.0
FR278,SAO PAULO,2016-09-01,2021-08-01,1320.0
FR278,SAO PAULO,2016-09-01,2021-07-01,1578.0
FR278,SAO PAULO,2016-09-01,2021-06-01,1578.0
FR278,SAO PAULO,2016-09-01,2021-05-01,1455.0
FR278,SAO PAULO,2016-09-01,2021-04-01,1443.0
FR278,SAO PAULO,2016-09-01,2021-03-01,1326.0
FR278,SAO PAULO,2016-09-01,2021-02-01,1437.0
FR278,SAO PAULO,2016-09-01,2021-01-01,1191.0
FR278,SAO PAULO,2016-09-01,2019-12-01,
FR278,SAO PAULO,2016-09-01,2019-11-01,
FR278,SAO PAULO,2016-09-01,2019-10-01,
FR278,SAO PAULO,2016-09-01,2019-09-01,
FR278,SAO PAULO,2016-09-01,2019-08-01,957.0
FR278,SAO PAULO,2016-09-01,2019-07-01,897.0
FR278,SAO PAULO,2016-09-01,2019-06-01,897.0
FR278,SAO PAULO,2016-09-01,2019-05-01,1194.0
FR278,SAO PAULO,2016-09-01,2019-04-01,774.0
FR278,SAO PAULO,2016-09-01,2019-03-01,855.0
FR278,SAO PAULO,2016-09-01,2019-02-01,948.0
FR278,SAO PAULO,2016-09-01,2019-01-01,207.0
FR277,SAO PAULO,2016-07-01,2021-08-01,1341.0
FR277,SAO PAULO,2016-07-01,2021-07-01,1359.0
FR277,SAO PAULO,2016-07-01,2021-06-01,1296.0
FR277,SAO PAULO,2016-07-01,2021-05-01,1398.0
FR277,SAO PAULO,2016-07-01,2021-04-01,1494.0
FR277,SAO PAULO,2016-07-01,2021-03-01,1314.0
FR277,SAO PAULO,2016-07-01,2021-02-01,1329.0
FR277,SAO PAULO,2016-07-01,2021-01-01,1386.0
FR277,SAO PAULO,2016-07-01,2019-12-01,
FR277,SAO PAULO,2016-07-01,2019-11-01,
FR277,SAO PAULO,2016-07-01,2019-10-01,
FR277,SAO PAULO,2016-07-01,2019-09-01,
FR277,SAO PAULO,2016-07-01,2019-08-01,1032.0
FR277,SAO PAULO,2016-07-01,2019-07-01,1041.0
FR277,SAO PAULO,2016-07-01,2019-06-01,966.0
FR277,SAO PAULO,2016-07-01,2019-05-01,1185.0
FR277,SAO PAULO,2016-07-01,2019-04-01,750.0
FR277,SAO PAULO,2016-07-01,2019-03-01,921.0
FR277,SAO PAULO,2016-07-01,2019-02-01,969.0
FR277,SAO PAULO,2016-07-01,2019-01-01,138.0
FR276,SAO PAULO,2016-06-01,2021-08-01,1887.0
FR276,SAO PAULO,2016-06-01,2021-07-01,1848.0
FR276,SAO PAULO,2016-06-01,2021-06-01,1992.0
FR276,SAO PAULO,2016-06-01,2021-05-01,1791.0
FR276,SAO PAULO,2016-06-01,2021-04-01,1815.0
FR276,SAO PAULO,2016-06-01,2021-03-01,1536.0
FR276,SAO PAULO,2016-06-01,2021-02-01,1770.0
FR276,SAO PAULO,2016-06-01,2021-01-01,2145.0
FR276,SAO PAULO,2016-06-01,2019-12-01,
FR276,SAO PAULO,2016-06-01,2019-11-01,
FR276,SAO PAULO,2016-06-01,2019-10-01,
FR276,SAO PAULO,2016-06-01,2019-09-01,
FR276,SAO PAULO,2016-06-01,2019-08-01,1449.0
FR276,SAO PAULO,2016-06-01,2019-07-01,1185.0
FR276,SAO PAULO,2016-06-01,2019-06-01,1053.0
FR276,SAO PAULO,2016-06-01,2019-05-01,1476.0
FR276,SAO PAULO,2016-06-01,2019-04-01,1266.0
FR276,SAO PAULO,2016-06-01,2019-03-01,1152.0
FR276,SAO PAULO,2016-06-01,2019-02-01,906.0
FR276,SAO PAULO,2016-06-01,2019-01-01,273.0
FR275,SAO PAULO,2016-09-01,2021-08-01,1305.0
FR275,SAO PAULO,2016-09-01,2021-07-01,1590.0
FR275,SAO PAULO,2016-09-01,2021-06-01,1596.0
FR275,SAO PAULO,2016-09-01,2021-05-01,1347.0
FR275,SAO PAULO,2016-09-01,2021-04-01,1404.0
FR275,SAO PAULO,2016-09-01,2021-03-01,1347.0
FR275,SAO PAULO,2016-09-01,2021-02-01,1293.0
FR275,SAO PAULO,2016-09-01,2021-01-01,1227.0
FR275,SAO PAULO,2016-09-01,2019-12-01,
FR275,SAO PAULO,2016-09-01,2019-11-01,
FR275,SAO PAULO,2016-09-01,2019-10-01,
FR275,SAO PAULO,2016-09-01,2019-09-01,
FR275,SAO PAULO,2016-09-01,2019-08-01,663.0
FR275,SAO PAULO,2016-09-01,2019-07-01,687.0
FR275,SAO PAULO,2016-09-01,2019-06-01,585.0
FR275,SAO PAULO,2016-09-01,2019-05-01,1053.0
FR275,SAO PAULO,2016-09-01,2019-04-01,711.0
FR275,SAO PAULO,2016-09-01,2019-03-01,576.0
FR275,SAO PAULO,2016-09-01,2019-02-01,600.0
FR275,SAO PAULO,2016-09-01,2019-01-01,99.0
FR274,SAO PAULO,2016-07-01,2021-08-01,1587.0
FR274,SAO PAULO,2016-07-01,2021-07-01,1518.0
FR274,SAO PAULO,2016-07-01,2021-06-01,1536.0
FR274,SAO PAULO,2016-07-01,2021-05-01,1335.0
FR274,SAO PAULO,2016-07-01,2021-04-01,1383.0
FR274,SAO PAULO,2016-07-01,2021-03-01,1272.0
FR274,SAO PAULO,2016-07-01,2021-02-01,1788.0
FR274,SAO PAULO,2016-07-01,2021-01-01,1899.0
FR274,SAO PAULO,2016-07-01,2019-12-01,
FR274,SAO PAULO,2016-07-01,2019-11-01,
FR274,SAO PAULO,2016-07-01,2019-10-01,
FR274,SAO PAULO,2016-07-01,2019-09-01,
FR274,SAO PAULO,2016-07-01,2019-08-01,1059.0
FR274,SAO PAULO,2016-07-01,2019-07-01,1095.0
FR274,SAO PAULO,2016-07-01,2019-06-01,801.0
FR274,SAO PAULO,2016-07-01,2019-05-01,966.0
FR274,SAO PAULO,2016-07-01,2019-04-01,969.0
FR274,SAO PAULO,2016-07-01,2019-03-01,801.0
FR274,SAO PAULO,2016-07-01,2019-02-01,720.0
FR274,SAO PAULO,2016-07-01,2019-01-01,306.0
FR273,SAO PAULO,2014-10-01,2021-08-01,1326.0
FR273,SAO PAULO,2014-10-01,2021-07-01,1335.0
FR273,SAO PAULO,2014-10-01,2021-06-01,1617.0
FR273,SAO PAULO,2014-10-01,2021-05-01,1488.0
FR273,SAO PAULO,2014-10-01,2021-04-01,1455.0
FR273,SAO PAULO,2014-10-01,2021-03-01,1374.0
FR273,SAO PAULO,2014-10-01,2021-02-01,1263.0
FR273,SAO PAULO,2014-10-01,2021-01-01,1557.0
FR273,SAO PAULO,2014-10-01,2019-12-01,
FR273,SAO PAULO,2014-10-01,2019-11-01,
FR273,SAO PAULO,2014-10-01,2019-10-01,
FR273,SAO PAULO,2014-10-01,2019-09-01,
FR273,SAO PAULO,2014-10-01,2019-08-01,984.0
FR273,SAO PAULO,2014-10-01,2019-07-01,870.0
FR273,SAO PAULO,2014-10-01,2019-06-01,768.0
FR273,SAO PAULO,2014-10-01,2019-05-01,1092.0
FR273,SAO PAULO,2014-10-01,2019-04-01,867.0
FR273,SAO PAULO,2014-10-01,2019-03-01,555.0
FR273,SAO PAULO,2014-10-01,2019-02-01,537.0
FR273,SAO PAULO,2014-10-01,2019-01-01,306.0
FR272,SAO PAULO,2016-11-01,2021-08-01,882.0
FR272,SAO PAULO,2016-11-01,2021-07-01,960.0
FR272,SAO PAULO,2016-11-01,2021-06-01,1056.0
FR272,SAO PAULO,2016-11-01,2021-05-01,981.0
FR272,SAO PAULO,2016-11-01,2021-04-01,891.0
FR272,SAO PAULO,2016-11-01,2021-03-01,816.0
FR272,SAO PAULO,2016-11-01,2021-02-01,1068.0
FR272,SAO PAULO,2016-11-01,2021-01-01,1371.0
FR272,SAO PAULO,2016-11-01,2019-12-01,
FR272,SAO PAULO,2016-11-01,2019-11-01,
FR272,SAO PAULO,2016-11-01,2019-10-01,
FR272,SAO PAULO,2016-11-01,2019-09-01,
FR272,SAO PAULO,2016-11-01,2019-08-01,1092.0
FR272,SAO PAULO,2016-11-01,2019-07-01,972.0
FR272,SAO PAULO,2016-11-01,2019-06-01,834.0
FR272,SAO PAULO,2016-11-01,2019-05-01,1302.0
FR272,SAO PAULO,2016-11-01,2019-04-01,1404.0
FR272,SAO PAULO,2016-11-01,2019-03-01,1005.0
FR272,SAO PAULO,2016-11-01,2019-02-01,1182.0
FR272,SAO PAULO,2016-11-01,2019-01-01,147.0
FR271,SAO PAULO,2016-06-01,2021-08-01,1083.0
FR271,SAO PAULO,2016-06-01,2021-07-01,1221.0
FR271,SAO PAULO,2016-06-01,2021-06-01,1353.0
FR271,SAO PAULO,2016-06-01,2021-05-01,1218.0
FR271,SAO PAULO,2016-06-01,2021-04-01,1011.0
FR271,SAO PAULO,2016-06-01,2021-03-01,1152.0
FR271,SAO PAULO,2016-06-01,2021-02-01,1119.0
FR271,SAO PAULO,2016-06-01,2021-01-01,1509.0
FR271,SAO PAULO,2016-06-01,2019-12-01,
FR271,SAO PAULO,2016-06-01,2019-11-01,
FR271,SAO PAULO,2016-06-01,2019-10-01,
FR271,SAO PAULO,2016-06-01,2019-09-01,
FR271,SAO PAULO,2016-06-01,2019-08-01,723.0
FR271,SAO PAULO,2016-06-01,2019-07-01,609.0
FR271,SAO PAULO,2016-06-01,2019-06-01,582.0
FR271,SAO PAULO,2016-06-01,2019-05-01,942.0
FR271,SAO PAULO,2016-06-01,2019-04-01,831.0
FR271,SAO PAULO,2016-06-01,2019-03-01,789.0
FR271,SAO PAULO,2016-06-01,2019-02-01,930.0
FR271,SAO PAULO,2016-06-01,2019-01-01,276.0
FR270,SAO PAULO,2016-10-01,2021-08-01,756.0
FR270,SAO PAULO,2016-10-01,2021-07-01,651.0
FR270,SAO PAULO,2016-10-01,2021-06-01,756.0
FR270,SAO PAULO,2016-10-01,2021-05-01,759.0
FR270,SAO PAULO,2016-10-01,2021-04-01,810.0
FR270,SAO PAULO,2016-10-01,2021-03-01,651.0
FR270,SAO PAULO,2016-10-01,2021-02-01,723.0
FR270,SAO PAULO,2016-10-01,2021-01-01,897.0
FR270,SAO PAULO,2016-10-01,2019-12-01,
FR270,SAO PAULO,2016-10-01,2019-11-01,
FR270,SAO PAULO,2016-10-01,2019-10-01,
FR270,SAO PAULO,2016-10-01,2019-09-01,
FR270,SAO PAULO,2016-10-01,2019-08-01,729.0
FR270,SAO PAULO,2016-10-01,2019-07-01,897.0
FR270,SAO PAULO,2016-10-01,2019-06-01,555.0
FR270,SAO PAULO,2016-10-01,2019-05-01,903.0
FR270,SAO PAULO,2016-10-01,2019-04-01,846.0
FR270,SAO PAULO,2016-10-01,2019-03-01,729.0
FR270,SAO PAULO,2016-10-01,2019-02-01,801.0
FR270,SAO PAULO,2016-10-01,2019-01-01,93.0
FR269,SAO PAULO,2016-11-01,2021-08-01,1362.0
FR269,SAO PAULO,2016-11-01,2021-07-01,1380.0
FR269,SAO PAULO,2016-11-01,2021-06-01,1209.0
FR269,SAO PAULO,2016-11-01,2021-05-01,1437.0
